Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,CTR,CPM,ROI,CPC
BRAND A,2026-01-01,GROWIFY | 16TH JUNE | TOF | INDIA | ASC | CAC | SALES,PAUSED,TOF | ASC | CAC | INDIA,UNKNOWN,INDIA,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | 16TH JUNE | TOF | INDIA | ASC | CAC | SALES,PAUSED,TOF | ASC | CAC | INDIA,CUSTOM | CAROUSEL | EOSS | 15TH DEC25 – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | 23RD SEPT | TOF | ABO | SALES,PAUSED,MARKET PLACES - TOF - SALES - GROWIFY,CUSTOM | CATALOG | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-25,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | BEST SELLER | IN STOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-21,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-22,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-25,GROWIFY | 2ND DECEMBER | ABO | SALE,UNKNOWN,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0
BRAND A,2026-01-02,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-03,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-04,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | ENGAGED SHOPPERS| SALE | WOMEN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | OPEN | SALE | WOMEN,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-25,GROWIFY | 2ND DECEMBER | ABO | SALE,PAUSED,TOF | OPEN | SALE | WOMEN,CATALOGUE | BEST SELLER | IN STOCK,INDIA,INDIA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | 4TH OCTOBER 25 | MOF | SALES | INDIA,PAUSED,UNKNOWN,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25 – COPY,INDIA,INDIA,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-18,GROWIFY | 4TH OCTOBER 25 | MOF | SALES | INDIA,UNKNOWN,MOF | CD | SALES - WOMEN,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25 – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-24,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,TOF | OPEN | SALE | WOMEN,VIDEO | KARISHMA KAPOOR | 23RD OCTOBER 25,INDIA,INDIA,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-25,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,TOF | OPEN | SALE | WOMEN,VIDEO | KARISHMA KAPOOR | 23RD OCTOBER 25,INDIA,UNKNOWN,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-23,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,TOF | OPEN | SALE | WOMEN,VIDEO | KARISHMA KAPOOR | 23RD OCTOBER 25,INDIA,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-22,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,TOF | OPEN | SALES | WOMEN,VIDEO | KARISHMA KAPOOR | 23RD OCTOBER 25 – COPY,UNKNOWN,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-20,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,TOF | OPEN | SALES | WOMEN,VIDEO | KARISHMA KAPOOR | 23RD OCTOBER 25 – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-20,GROWIFY | 4TH OCTOBER | TOF | INDIA | SALES,PAUSED,UNKNOWN,REEL | ALSO.ALPA | 4TH OCTOBER 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
BRAND A,2026-01-02,GROWIFY | 9TH OCTOBER 25 | MOF | SALES | WOMEN,PAUSED,MOF | WHTSAPP CD | SALES - WOMEN,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25 – COPY,INDIA,INDIA,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-19,GROWIFY | 9TH OCTOBER 25 | MOF | SALES | WOMEN,PAUSED,MOF | WHTSAPP CD | SALES - WOMEN,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25 – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | 9TH OCTOBER 25 | MOF | SALES | WOMEN,UNKNOWN,MOF | WHTSAPP CD | SALES - WOMEN,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25 – COPY,UNKNOWN,INDIA,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-20,GROWIFY | 9TH OCTOBER 25 | MOF | SALES | WOMEN,PAUSED,MOF | WHTSAPP CD | SALES - WOMEN,UNKNOWN,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | NEW COLLECTION | CATALOGUE ONLY,CUSTOM | CATALOG | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-08,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | NEW COLLECTION | CATALOGUE ONLY,CUSTOM | CATALOG | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-09,UNKNOWN,ACTIVE,MOF + BOF | NEW COLLECTION | CATALOGUE ONLY,CUSTOM | CATALOG | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-10,GROWIFY | MOF + BOF | CONVERSION | INDIA,UNKNOWN,MOF + BOF | NEW COLLECTION | CATALOGUE ONLY,CUSTOM | CATALOG | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-02,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-03,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,UNKNOWN,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
UNKNOWN,2026-01-04,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-04,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 1 | EOSS | 15TH DEC 25,UNKNOWN,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9270.0,0.0,0.0,20320.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-21,GROWIFY | MOF + BOF | CONVERSION | INDIA,UNKNOWN,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 2 | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-19,GROWIFY | MOF + BOF | CONVERSION | INDIA,ACTIVE,MOF + BOF | RT > VIDEO ONLY,CUSTOM | VIDEO 2 | EOSS | 15TH DEC 25,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | APPAREL,CATALOGUE | BEST SELLER | IN STOCK,INDIA,INDIA,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,UNKNOWN,CATALOGUE | ALL PRODUCT - ( EXCLUDE STOLE) | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-28,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | ENGAGED,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-31,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | ENGAGED,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-30,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | ENGAGED,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | HOME ESSENTIAL,CATALOG | CAR | CAMPAIGN SHOOT | MIX | MIX | SUMMER | PDP,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-18,UNKNOWN,ACTIVE,ECOMM | HOME ESSENTIAL,CUSTOM | CAROUSEL | EOSS | 15TH DEC25 – COPY 2,INDIA,INDIA,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-16,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | HOME ESSENTIAL,CUSTOM | CAROUSEL | EOSS | 15TH DEC25 – COPY 2,INDIA,INDIA,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-01,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | HOME ESSENTIAL,CUSTOM | CAROUSEL | EOSS | 15TH DEC25 – COPY 2,INDIA,INDIA,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
UNKNOWN,2026-01-29,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | HOTEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-30,UNKNOWN,ACTIVE,ECOMM | HOTEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-31,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | HOTEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY 2,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.0,0.0,0.0
BRAND A,2026-01-26,UNKNOWN,ACTIVE,ECOMM | JEWELERY,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-22,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | JEWELERY,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-23,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | JEWELERY,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-24,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | JEWELERY,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-24,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,UNKNOWN,CATALOGUE | SET + DRESS || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-28,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | TRAVEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,-18000.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-29,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,ECOMM | TRAVEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-30,GROWIFY | TOF | CONVERSION | INDIA,UNKNOWN,ECOMM | TRAVEL,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY,INDIA,INDIA,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | TOF | CONVERSION | INDIA,ACTIVE,TOF | INDIA | IOS,CATALOGUE | ALL PRODUCT | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-28080.0,0.0,0.0,-66.0,,0.0,0.0,0.0
BRAND A,2026-01-24,UNKNOWN,ACTIVE,TOF | INDIA | MARKETPLACE,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK – COPY,INDIA,INDIA,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-17,GROWIFY | TOF | INDIA | OPEN | SALES,PAUSED,TOF | INDIA | OPEN AUDENCE,CATALOGUE | PRICE || 7K+ || ACTIVE | INSTOCK,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0
BRAND A,2026-01-20,GROWIFY | TOF | INDIA | OPEN | SALES,PAUSED,TOF | INDIA | OPEN AUDENCE,UNKNOWN,INDIA,INDIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,14000.0,1.0,,0.0,0.0,0.0
