Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,SKU,Customer Sale Type,Customer ID,Shipping Country
Brand A,2026-01-13,INR,Online Store,2026-01-13 06:25:45+00:00,2026-01-13 06:25:47+00:00,2026-01-13T06:25:48Z,828455790000000,#1053,United States,USA,United States,New York,Richmond Hill, nan,8835880000000.0,Ella Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,M,878171.6754139999,878171.6754139999,,,0.0,,1.0,,,0.0,,,0.0,1.0,ELLA-BL,,9059710000000.0,United States
,2026-06-01, inr,Online Store,2026-01-06 01:41:01+00:00,2026-01-06 01:41:03+00:00,,6315420000000,#1050,India, india,India,Maharashtra,Mumbai,,8725100000000.0,Amelia Long Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-Ord,M,7414.072341,7414.072341,860032.391556,1.0,0.0,0.0,,,7414.072341,1.0,,1.0,0.0,87.0,,First-time,9048400000000.0,India
Brand A,2026-01-01,INR,Online Store,2026-01-01 22:53:41+00:00,2026-01-01 22:53:42+00:00,2026-01-01T22:53:43Z,6310600000000,#1046,United States,USA,United States,New Jersey,,,8725100000000.0,Amelia Long Kurta Set," co-ord, eoss-25, express shipping, kurta set, tunic",Co-Ord,S,7414.072341,7414.072341,7414.072341,0.0,0.0,,1.0,,,0.0,,,0.0,87.0,,First-time,994662900000000.0,India
Brand A,2026-01-13,INR,Online Store,2026-01-13 06:25:45+00:00,2026-01-13 06:25:47+00:00,2026-01-13T06:25:48Z,-6324090000000, #1053,United States,USA,United States,New York,Richmond Hill,,,,,Co-Ord,M,7630.016196,7630.016196,7630.016196,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,,First-time,9059710000000.0,United States
Brand A,2026-01-15,INR,Online Store,2026-01-15 04:17:04+00:00,2026-01-15 04:17:05+00:00,2026-01-15T04:17:07Z,,#1054,United States,USA,United States,Illinois,, nan,8724450000000.0,Rose Noir Phiran Set, nan,Co-Ord,S,7630.016196,7630.016196,7630.016196,0.0,0.0,,1.0,,,,,,0.0,1.0,,FIRST-TIME,9062680000000.0,United States
,2026-02-01,INR,Online Store,2026-01-01 22:53:41+00:00,2026-01-01 22:53:42+00:00,2026-01-01T22:53:43Z,6310600000000,#1046,United States,USA,United States,New Jersey,Middletown,,8835880000000.0,Musk Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,S,7917.941335,7917.941335,0.0,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,MUSK-MULTI,First-time,994662900000000.0,India
Brand A,2026-03-01,INR,Online Store,2026-01-03 15:09:11+00:00,2026-01-03 15:09:12+00:00,,6312540000000,#1047,Spain,Rest of the World,Spain,Vizcaya,Santurtzi,,,Bianca Dress,Collection_Et Si,Dress,,0.0,0.0,7917.941335,1.0,0.0,0.0,,,918481.19486,1.0,,1.0,0.0,-1.0,BIANCADRESS-IV,,,Spain
,2026-08-01,INR,,2026-01-08 11:39:42+00:00,2026-01-08 11:39:43+00:00,2026-01-08T11:39:44Z,6318230000000,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,NAN,817399320000000.0,Carolina Kurta Set,"Collection_Et Si, Express shipping",,XL / Kurta Set,965988.84287,965988.84287,7917.941335,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,CAROLINAKURTA-GRN,First-time,9052170000000.0,United Arab Emirates
,2026-01-13, inr,Online Store,2026-01-13 06:25:45+00:00,2026-01-13 06:25:47+00:00, 2026-01-13t06:25:48z,6324090000000,#1053, united states, nan,United States,New York,Richmond Hill,,811434300000000.0,Woodapple Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",Co-Ord,XL,7917.941335,7917.941335,7917.941335,1.0,0.0,0.0,55.0,0.0,918481.19486,,,1.0,-0.0,1.0,,First-time,9059710000000.0,United States
Brand A,2026-01-15,,Online Store,2026-01-15 04:17:04+00:00,2026-01-15 04:17:05+00:00, 2026-01-15t04:17:07z,6326910000000,#1054,United States,USA,United States, illinois,Naperville,,8835880000000.0,Daphne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Express shipping, Tag_NewArrival",Kurta Set,M,7917.941335,7917.941335,7917.941335,0.0,0.0,0.0,,,,0.0,,,0.0,1.0,DAPHNEKURTASET-BG,First-time,9062680000000.0,United States
Brand A,2026-01-21,INR,Online Store,2026-01-21 17:02:56+00:00,2026-01-21 17:02:59+00:00,2026-01-21T17:03:01Z,6335680000000,#1056,India,India,India,Kerala,Ernakulam,,8724320000000.0, astoria dress,"Dress, eoss-25",Dress,XXXL,8097.894547,8097.894547,8097.894547,1.0,0.0,0.0,-1.0,,8097.894547,90.0,,0.0,0.0,87.0,,,8796750000000.0,India
BRAND A,2026-01-04,INR,Online Store,2026-01-04 16:16:06+00:00,2026-01-04 16:16:08+00:00,2026-01-04T16:16:09Z,6313700000000,,India,India,India,Tamil Nadu,Chennai,,8789250000000.0,Viola Kurta Set,"Collection_Et Si, Express shipping",Kurta Set,XS / Kurta Set + Stole,8637.754184,8637.754184,8637.754184,,0.0,,1.0,,8637.754184,1.0,,1.0,0.0,1.0,VIOLAKURTA-IV,,9046300000000.0,India
Brand A,2026-06-01,INR,Online Store,2026-01-06 01:41:01+00:00,2026-01-06 01:41:03+00:00,2026-01-06T01:41:04Z,6315420000000,,India,India,India,Maharashtra,Mumbai,,8835880000000.0,Vivienne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,M,8637.754184,8637.754184,8637.754184,0.0,0.0,,1.0,,,0.0,,,0.0,0.0,VIV-BLUE,First-time,9048400000000.0,India
Brand A,2026-04-01, inr,,2026-01-04 04:40:12+00:00,2026-01-04 04:40:13+00:00,2026-01-04T04:40:15Z,6313290000000,#1048,,Rest of the World,Singapore, nan,Singapore,,8724450000000.0,Attico Dress,,Dress, xxl,0.0,0.0,8637.754184,1.0,0.0,0.0,,,8637.754184,,,1.0,0.0,87.0,,First-time,9045700000000.0,India
Brand A,2026-01-19,INR,Online Store,2026-01-19 16:16:58+00:00,2026-01-19 16:16:59+00:00,2026-01-19T16:17:00Z,6333300000000,#1055,United States,USA,United States,California,Oakland,,8725100000000.0,Amelia Long Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-Ord, s,9267.590426,9267.590426,0.0,0.0,0.0,,1.0,,,0.0,,,0.0,-87.0,,First-time,9072080000000.0,United States
Brand A,2026-04-01,INR,Online Store,2026-01-04 04:40:12+00:00,2026-01-04 04:40:13+00:00,2026-01-04T04:40:15Z,6313290000000,,SINGAPORE,Rest of the World,Singapore,,Singapore,,,Wallflower Co-ord Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",Co-Ord,XXL,9357.567033,9357.567033,1085477.775828,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,,First-time,9045700000000.0,India
Brand A,2026-01-19,INR,Online Store,2026-01-19 16:16:58+00:00,,2026-01-19T16:17:00Z,6333300000000,#1055,United States,USA,United States,California,,,8789240000000.0,Bianca Dress,Collection_Et Si,Dress,S,0.0,0.0,1148101.493604,,0.0,,1.0,,,0.0,,,0.0,0.0,BIANCADRESS-IV,,9072080000000.0,United States
Brand A,2026-01-19,INR,Online Store,2026-01-19 16:16:58+00:00,2026-01-19 16:16:59+00:00,2026-01-19T16:17:00Z,6333300000000,#1055,United States,USA,United States,,Oakland,,8789250000000.0,Roseate Kurta Set,"Collection_Et Si, Express shipping",Kurta Set,S / Kurta Set + Stole,9897.426669,9897.426669,9897.426669,1.0,0.0,,1.0,,9897.426669,,,1.0,0.0,1.0,ROSEATEKURTA-PINK,First-time,9072080000000.0,
Brand A,2026-01-29,INR,Online Store,2026-01-29 15:56:31+00:00,,2026-01-29T15:56:33Z,6345630000000,#1057, united states,USA,United States,Texas,Flower Mound,,8724460000000.0,Primrose Phiran Set,"Co-ord, eoss-25, Express shipping, Kurta Set",Kurta Set,M,7827.964729,7045.168256,7045.168256,0.0,0.0,,1.0,,,0.0,,,782.796473,1.0,PRIMPHIRAN-IV-M, first-time,9093230000000.0,United States
Brand A,2026-01-29,INR,Online Store,2026-01-29 15:56:31+00:00,2026-01-29 15:56:32+00:00, 2026-01-29t15:56:33z,6345630000000,#1057, united states,USA,,Texas,Flower Mound,,,Blossom Kurta Set,"Co-ord, eoss-25, Kurta, Kurta Set",Co-Ord,L,9897.426669,8907.684002,8907.684002,0.0,0.0,,1.0,,,0.0,,,989.742667,-1.0,,First-time,9093230000000.0,United States
Brand A,2026-01-29,INR,Online Store,2026-01-29 15:56:31+00:00,2026-01-29 15:56:32+00:00,2026-01-29T15:56:33Z,,#1057,United States,USA,United States,Texas,Flower Mound,,8835880000000.0,Angelica Kurta Set,,Kurta Set,M,9897.426669,8907.684002,8907.684002,1.0,0.0,,1.0,,1033291.344232,1.0,,,989.742667,1.0,ANGELICA-MULTI,First-time,9093230000000.0,United States
Brand A,2026-03-27, inr,Online Store,2026-03-27 07:21:55+00:00,2026-03-27 07:21:56+00:00,2026-03-27T07:21:58Z,6417000000000,#1069,India,India,India,,Thane,,,,,,,0.0,0.0,144.808743,0.0,0.0,0.0,0.0,,,0.0,,,0.0,87.0,,FIRST-TIME,,India
Brand A,2026-08-03,INR,Online Store,2026-03-08 11:49:25+00:00,2026-03-08 11:49:27+00:00,,6393250000000,#1067,United Kingdom,Rest of the World,United Kingdom,England,Hounslow,,,,,,,0.0,0.0,17220.40068,0.0,0.0,0.0,-0.0,,,0.0,,,0.0,1.0,,First-time,9180670000000.0,India
Brand A,2026-08-03,INR,Online Store,2026-03-07 22:39:22+00:00,,2026-03-07T22:39:25Z,6392670000000,#1066,United States,USA,United States,California,Fremont,,,,,,,0.0,0.0,148.45173,0.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,,First-time,9064100000000.0,India
Brand A,2026-08-03,INR,Online Store,2026-03-08 11:49:25+00:00,2026-03-08 11:49:27+00:00,2026-03-08T11:49:28Z,6393250000000,#1067,United Kingdom,Rest of the World,United Kingdom,ENGLAND,Hounslow, nan,8724450000000.0, neroli kurta set,"Co-ord, eoss-25, Kurta, Kurta Set",Co-Ord,L,1444444.4443199998,1444444.4443199998,11839.70856,144.0,0.0,,1.0,,11839.70856,90.0,,1.0,0.0,1.0,,First-time,9180670000000.0,India
,2026-03-27,,,2026-03-27 07:21:55+00:00,2026-03-27 07:21:56+00:00,2026-03-27T07:21:58Z,840627000000000,#1069,India,India,India,Maharashtra,Thane,,8724460000000.0,Elora Dress,"Dress, eoss-25, Floral, Linen, Maxi Dress, Midi Dress, Non-Rts, Summer Dress",Dress,XXL,5009.107468,4508.196721,4508.196721,1.0,0.0,,1.0,,4508.196721,1.0,,1.0,500.910747,1.0,,First-time,9243680000000.0,India
Brand A,2026-03-26,INR,Online Store,2026-03-26 12:28:29+00:00,, 2026-03-26t12:28:32z,6416000000000,#1068,India,India,India,Rajasthan,Jaipur,,8973380000000.0, georgina tunic set,"all, bestseller, Non-Rts, Sofia's Garden, sr23-feb, Tag_NewArrival, Tops & Tunics",Tunic Set,,8014.571949,7213.114754,7213.114754,0.0,0.0,,1.0,,,0.0,,,801.457195,1.0,GEOR-IV,First-time,9242520000000.0,
Brand A,2026-03-26,INR,Online Store,2026-03-26 12:28:29+00:00,2026-03-26 12:28:31+00:00,2026-03-26T12:28:32Z,6416000000000,#1068,India,India,India,Rajasthan,Jaipur,,8973390000000.0,Lilibet Kurta Set,"all, Kurtas/Kaftans, Non-Rts, Sofia's Garden, sr23-feb, Tag_NewArrival",Kurta Set,L,9289.617486,-32513.661218999998,8360.655738,144.0,0.0,0.0,1.0,0.0,8360.655737,1.0,,1.0,41803.278705,1.0,LILIBET-IV,First-time,9242520000000.0,
Brand A,2026-03-27,INR,Online Store,2026-03-27 07:21:55+00:00,2026-03-27 07:21:56+00:00,2026-03-27T07:21:58Z,6417000000000,#1069,India,INDIA,India,Maharashtra,Thane,,8724450000000.0,Rose Noir Phiran Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-Ord,XXL,1177777.777742,1176812.3861210002,8688.52459,,0.0,0.0,,,,0.0,,,965.391621,0.0,,First-time,9243680000000.0,India
Brand A,2026-03-07, inr,Online Store,,2026-03-07 22:39:24+00:00,2026-03-07T22:39:25Z,837439770000000,#1066,,,United States,NAN,Fremont,,8724440000000.0,Hyacinth Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",Co-Ord,M / Kurta Set + Stole,0.0,-1092.896175,9836.065574,1.0,0.0,,1.0,,9836.065574,1.0,,1.0,1092.896175,1.0,,First-time,9064100000000.0,India
Brand A,2026-02-24,INR,,2026-02-24 13:27:52+00:00,2026-02-24 13:27:54+00:00,2026-02-24T13:27:55Z,,#1064,Australia,Rest of the World,Australia,Victoria,South Morang,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,First-time,9158150000000.0,Australia
 brand a,2026-02-07,INR,Online Store,2026-02-07 13:00:14+00:00,2026-02-07 13:00:16+00:00,2026-02-07T13:00:18Z,832777480000000,#1060,Singapore,Rest of the World,Singapore,,Singapore,,,,,, nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,,First-time,9110630000000.0,
Brand A,2026-07-02,INR,Online Store,2026-02-06 18:47:23+00:00,2026-02-06 18:47:25+00:00,2026-02-06T18:47:27Z,832666130000000,#1059,United Kingdom,Rest of the World,United Kingdom,England,Maidenhead,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,First-time,9109680000000.0,United Kingdom
Brand A,2026-02-07,INR,Online Store,,2026-02-07 13:05:15+00:00,2026-02-09T12:12:21Z,6357080000000,#1061,India,India,,Uttar Pradesh,,,,,,, nan,0.0,0.0,152.195838,0.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,,First-time,9110640000000.0,India
Brand A,2026-04-02,INR,Online Store,2026-02-04 14:48:16+00:00,,2026-02-04T14:48:19Z,6353430000000,#1058,United States,USA,United States,Texas,,,,,,,,0.0,0.0,152.195838,0.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,, first-time,9106040000000.0,India
Brand A,2026-02-18,INR,Online Store,2026-02-18 15:05:01+00:00,2026-02-18 15:05:02+00:00,2026-02-18T15:05:04Z,6370790000000,#1062,United States,USA,United States,NORTH CAROLINA,High Point,,,,,,,0.0,0.0,152.195838,0.0,0.0,0.0,0.0,,,0.0,,,0.0,1.0,, first-time,9141370000000.0,India
 brand a,2026-02-18,INR,Online Store,2026-02-18 19:45:26+00:00,2026-02-18 19:45:27+00:00,2026-02-18T19:45:29Z,6371110000000,#1063,Canada,Rest of the World,Canada,Alberta,Calgary,,,,,,,0.0,0.0,2750.527184,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0,,First-time,9131960000000.0,Canada
,2026-02-25,INR,Online Store,2026-02-25 18:57:24+00:00,2026-02-25 18:57:25+00:00,2026-02-25T18:57:26Z,6379270000000,#1065,United Arab Emirates,,United Arab Emirates,Dubai,,,,,NAN,,,0.0,0.0,2750.527184,0.0,0.0,0.0,0.0,,,0.0,,,0.0,87.0,NAN,First-time,0.0,United Arab Emirates
Brand A,,INR,Online Store,,,2026-02-18T19:45:29Z,6371110000000,#1063,Canada,Rest of the World,Canada,,Calgary,,8835880000000.0,Daphne Stole,"Category_Stole, Collection_Lumiere, Tag_NewArrival",Stole,XS,447419.088638,447419.088638,3667.369579,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,DAPHNESTOLE-BG,First-time,9131960000000.0,Canada
Brand A,2026-02-18,INR,,,2026-02-18 15:05:02+00:00,2026-02-18T15:05:04Z,6370790000000, #1062,United States, usa,United States,North Carolina,High Point,,8725100000000.0,Primrose Kaftan,"Co-ord, eoss-25, Express shipping, Kaftan",Top,M / Kaftan + Pants,8893.371229,8893.371229,8893.371229,144.0,0.0,,1.0,,,1.0,,,0.0,1.0,PRIMKAF-IV-M+PRIMPANT-IV-M,,9141370000000.0,India
Brand A,2026-02-25,INR,Online Store,2026-02-25 18:57:24+00:00,2026-02-25 18:57:25+00:00,2026-02-25T18:57:26Z,6379270000000,#1065,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,,8725100000000.0,Marigold Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-Ord,,9443.476666,9443.476666,9443.476666,0.0,0.0,,1.0,,,0.0,,,0.0,1.0,,First-time,9160910000000.0,United Arab Emirates
Brand A,2026-02-18,INR,Online Store,2026-02-18 19:45:26+00:00,2026-02-18 19:45:27+00:00,2026-02-18T19:45:29Z,6371110000000, #1063,Canada,Rest of the World,Canada,Alberta,Calgary,,8835880000000.0,,"Category_Kurta Set, Collection_Lumiere, Express shipping, Tag_NewArrival",Kurta Set,XS,10085.26634,10085.26634,1169890.89544,144.0,0.0,,1.0,,10085.26634,90.0,,1.0,0.0,1.0,DAPHNEKURTASET-BG,First-time,1004515600000000.0,Canada
Brand A,2026-02-25,INR,,2026-02-25 18:57:24+00:00,2026-02-25 18:57:25+00:00,2026-02-25T18:57:26Z,-835684370000000,#1065,United Arab Emirates,Middle East,,Dubai,Dubai,,8724440000000.0,Rosaline Kurta Set,,Co-Ord,S / Kurta Set + Stole,1342257.26628,1342257.26628,11002.10874,1.0,0.0,,55.0,,11002.10874,1.0,,1.0,0.0,1.0,,First-time,9160910000000.0,United Arab Emirates
Brand A,2026-07-02,INR,Online Store,2026-02-06 18:47:23+00:00,2026-02-06 18:47:25+00:00,2026-02-06T18:47:27Z,6356230000000,#1059,UNITED KINGDOM,Rest of the World,United Kingdom,England,Maidenhead,,8835880000000.0,Auburn Stole,"Category_Stole, Collection_Lumiere, Tag_NewArrival",Stole,M,3667.369579,3300.632621,,0.0,0.0,,55.0,,,,,,366.736958,1.0,AUBURNSTOLE-MULTI,First-time,1002064800000000.0,United Kingdom
